database_id,scientificName,family,subfamily,genus,subgenus,subspecies,species,specificEpithet,infraspecificEpithet,acceptedNameUsage,taxonRank,scientificNameAuthorship,identificationQualifier,higherClassification,identificationReferences,typeStatus,previousIdentifications,verbatimIdentification,identifiedBy,dateIdentified,decimalLatitude,decimalLongitude,stateProvince,continent,locality,island,county,municipality,level0Gid,level0Name,level1Gid,level1Name,license,issue,eventDate,eventTime,day,month,year,basisOfRecord,country,type,occurrenceStatus,recordNumber,recordedBy,eventID,Location,samplingProtocol,samplingEffort,individualCount,organismQuantity,coordinatePrecision,coordinateUncertaintyInMeters,spatiallyValid,catalogNumber,gbifID,datasetID,institutionCode,datasetName,otherCatalogNumbers,occurrenceID,taxonKey,coreid,recordId,collectionID,verbatimScientificName,verbatimEventDate,associatedTaxa,associatedOrganisms,fieldNotes,sex,rights,rightsHolder,accessRights,associatedReferences,bibliographicCitation,references,informationWithheld,isDuplicateOf,hasCoordinate,hasGeospatialIssues,assertions,occurrenceYear,id,duplicateStatus,associatedOccurrences,locationRemarks,dataSource,verbatim_scientificName
Dorey_data_5861577,"Pseudoanthidium truncatum (Smith, 1854)",Megachilidae,Megachilinae,Pseudoanthidium,NA,NA,Pseudoanthidium truncatum,truncatum,NA,NA,SPECIES,"(Smith, 1854)",NA,NA,NA,HOLOTYPE,NA,NA,NA,NA,NA,NA,Kigoma,NA,NA,NA,NA,Ujiji,NA,NA,NA,NA,CC_BY_4_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE,1931-08-15T00:00:00Z,NA,15,8,1931,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,James Ogilvie,NA,NA,NA,NA,1,NA,NA,NA,NA,AMNH_IZC 00323864,2804786613,NA,AMNH,AMNH Hymenoptera,NA,85fb767f-1f99-482f-896c-69dce8b59097,6138454,NA,NA,NA,Pachyanthidium truncatum (Smith),8/15/1931,NA,NA,NA,FEMALE,NA,American Museum of Natural History,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Megachilidae,NA
Dorey_data_10165552,"Macrotera arcuata (Fox, 1893)",Andrenidae,Panurginae,Macrotera,NA,NA,Macrotera arcuata,arcuata,NA,NA,NA,"(Fox, 1893)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utah,NA,Leeds,NA,Washington,NA,NA,NA,NA,NA,NA,NA,1961-05-09T00:00:00Z,NA,9,5,1961,PreservedSpecimen,United states,NA,NA,NA,G.E. Bohart,NA,NA,NA,NA,NA,NA,NA,NA,NA,134602,NA,NA,USDA-ARS,NA,NA,658924587,NA,36ea338d-5f3a-4c19-9560-ddb4580ec4cf,NA,NA,Macrotera arcuata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_andrenidae,NA
Dorey_data_10621475,"Xanthesma furcifera (Cockerell, 1913)",Colletidae,Euryglossinae,Xanthesma,NA,NA,Xanthesma furcifera,furcifera,NA,NA,NA,"(Cockerell, 1913)",NA,NA,NA,NA,NA,NA,T.L. Griswold 1991,NA,NA,NA,South Australia,NA,"Lameroo, 6.5 km W",NA,NA,NA,NA,NA,NA,NA,NA,NA,1982-01-14T00:00:00Z,NA,14,1,1982,PreservedSpecimen,Australia,NA,NA,NA,R.W. Thorp,NA,NA,NA,NA,NA,NA,NA,NA,NA,BBSL730638,NA,NA,USDA-ARS,NA,NA,659132560,NA,b3991342-f7bb-4f44-9c2a-ae2199af4b6c,NA,NA,Xanthesma furcifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_colletidae,NA
Dorey_data_11076793,"Exomalopsis solidaginis Cockerell, 1898",Apidae,Apinae,Exomalopsis,NA,NA,Exomalopsis solidaginis,solidaginis,NA,NA,NA,"Cockerell, 1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,California,NA,withheld,NA,SanBernardino,NA,NA,NA,NA,NA,NA,NA,1993-01-01T00:00:00Z,NA,1,1,1993,PreservedSpecimen,United states,NA,NA,NA,T.L. Griswold,NA,NA,NA,NA,NA,NA,NA,NA,NA,101736,NA,NA,USDA-ARS,NA,NA,658782272,NA,6094b3fd-93e3-468f-892d-cd204c4901fd,NA,NA,Exomalopsis solidaginis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_10862636,"Osmia bicolor (Schrank, 1781)",Megachilidae,Megachilinae,Osmia,NA,NA,Osmia bicolor,bicolor,NA,NA,NA,"(Schrank, 1781)",NA,NA,NA,NA,NA,Osmia bicolor,NA,NA,NA,NA,Viken,NA,Solbergfjellet [Nature Reserve] [South-West],NA,Drammen,NA,NA,NA,NA,NA,NA,NA,2010-04-09T00:00:00Z,NA,9,4,2010,Preservedspecimen,Norway,NA,NA,NA,Lars Ove Hansen,NA,NA,Pan trap,NA,1,NA,NA,NA,NA,55291,NA,NA,NHMO,NA,NA,urn:catalog:NHMO:ENT:55291,NA,0e04d9c2-eb92-4b19-b16d-e15092992aed,NA,NA,Osmia bicolor,NA,NA,NA,NA,1u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_megachilidae,NA
Paige_data_578468,"Augochlorella aurata (Smith, 1853)",Halictidae,Halictinae,Augochlorella,NA,NA,Augochlorella aurata,aurata,NA,NA,SPECIES,"(Smith, 1853)",NA,NA,NA,NA,NA,NA,NA,NA,41.40639,-74.01544,New York,NA,"Cornwall, Black Rock Forest, UTM 18-4584339N 582292E",NA,Orange Co.,NA,USA,United States,USA.33_1,New York,CC_BY_4_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE,2003-09-30T00:00:00Z,NA,30,9,2003,PRESERVED_SPECIMEN,United states,NA,PRESENT,NA,J. G. Rozen & Valerie Giles,NA,NA,Pan Trap,NA,1,NA,NA,NA,NA,AMNH_BEE 00184511,2804767874,NA,AMNH,AMNH Hymenoptera,NA,85d962fe-d8e1-11e2-99a2-0026552be7ea,1352579,NA,NA,NA,Augochlorella aurata,9/30/2003,NA,NA,NA,FEMALE,NA,American Museum of Natural History,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Halictidae,NA
Dorey_data_5622826,"Megachile apicata Smith, 1853",Megachilidae,Megachilinae,Megachile,NA,NA,Megachile apicata,apicata,NA,NA,SPECIES,"Smith, 1853",NA,NA,NA,NA,NA,NA,NA,NA,-23.7,133.866667,Northern Territory,NA,Northern Territory Alice Springs 15 10 1994,NA,NA,NA,AUS,Australia,AUS.6_1,Northern Territory,CC_BY_4_0,NA,1994-10-15T00:00:00Z,NA,15,10,1994,OCCURRENCE,Australia,NA,PRESENT,HYM 43217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655707387,NA,NA,NA,NA,06afb63d-cdce-4069-ab32-eed79e310039,1335640,NA,NA,NA,"Megachile apicata Smith, 1853",NA,host:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Megachilidae,NA
Dorey_data_2194896,"Trigona dallatorreana Friese, 1900",Apidae,Apinae,Trigona,NA,NA,Trigona dallatorreana,dallatorreana,NA,NA,SPECIES,"Friese, 1900",NA,NA,NA,NA,NA,NA,NA,NA,1.198333,-70.173333,Vaupes,NA,Mitu,NA,NA,NA,COL,Colombia,COL.31_1,Vaupés,CC_BY_4_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE,1990-09-01T00:00:00Z,NA,NA,9,1990,PRESERVED_SPECIMEN,Colombia,NA,PRESENT,NA,L. E. Pena,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00044938,2804716582,NA,AMNH,AMNH Hymenoptera,NA,83e246c8-d8e1-11e2-99a2-0026552be7ea,5040806,NA,NA,NA,"Trigona dallatorreana Friese, 1900",7/9/1990,NA,NA,NA,FEMALE,NA,American Museum of Natural History,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_4277558,"Habropoda miserabilis (Cresson, 1878)",Apidae,Apinae,Habropoda,NA,NA,Habropoda miserabilis,miserabilis,NA,NA,SPECIES,"(Cresson, 1878)",NA,NA,NA,NA,NA,NA,"Brooks, Robert",NA,NA,NA,California,NORTH_AMERICA,Jalama Beach,NA,Santa Barbara,NA,NA,NA,NA,NA,CC_BY_4_0,COLLECTION_MATCH_FUZZY,1966-04-23T00:00:00Z,NA,23,4,1966,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,"Langston, R",NA,NA,NA,NA,NA,NA,NA,NA,NA,1364590,1092732300,NA,KU,Snow Entomological Museum Collection,NA,f3fb1f8d-b1c5-4114-97b3-a35c3ac4f61c,1345237,NA,NA,NA,"Habropoda miserabilis (Cresson, 1879)",NA,NA,NA,NA,NA,NA,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_8096032,"Lasioglossum sexstrigatum (Schenck, 1869)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum sexstrigatum,sexstrigatum,NA,NA,SPECIES,"(Schenck, 1869)",NA,Hymenoptera|Halictidae,NA,NA,NA,NA,det. H. Wiering,NA,NA,NA,NA,NA,"Utrecht, Lageweidse dijk",NA,NA,NA,NA,NA,NA,NA,CC0_1_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION,1955-07-31T00:00:00Z,NA,31,7,1955,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,H. Wiering.,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.854817,2443812467,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.854817,1354952,NA,NA,NA,"Lasioglossum sexstrigatum (Schenck, 1870)",31-VII-1955,NA,NA,NA,MALE,NA,Naturalis Biodiversity Center,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Halictidae,NA
Dorey_data_11133610,"Bombus bohemicus (Seidl, 1838)",Apidae,Apinae,Bombus,NA,NA,Bombus bohemicus,bohemicus,NA,NA,species,"(Seidl, 1838)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,Roos M.,NA,NA,NA,Gelderland,NA,"Beek, bij Nijmegen",NA,NA,NA,NA,NA,NA,NA,NA,NA,1946-05-01T00:00:00Z,NA,1,5,1946,PreservedSpecimen,"Bonaire, saint eustatius and saba",NA,NA,NA,Verhoeff P.M.F.,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.618449,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.618449,NA,f2c62d27-92e4-4548-947d-26cce8a2a241,NA,NA,"Bombus (Psithyrus) bohemicus Seidl, 1837",1-5-1946,NA,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_12067726,"Bombus lapidarius (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus lapidarius,lapidarius,NA,NA,subspecies,"(Linnaeus, 1758)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Klanxb?ll,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938-09-03T00:00:00Z,NA,3,9,1938,PreservedSpecimen,Germany,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.826785,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.826785,NA,20c990cd-1f9b-47c1-91fb-eea69223878a,NA,NA,"Bombus (Melanobombus) lapidarius lapidarius Linnaeus, 1758",3.9.38,NA,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_13814561,"Svastra duplocincta (Cockerell, 1905)",Apidae,Apinae,Svastra,NA,NA,Svastra duplocincta,duplocincta,NA,NA,NA,"(Cockerell, 1905)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,NA,Tucson Airport,NA,Pima Co.,NA,NA,NA,NA,NA,NA,NA,2009-08-30T00:00:00Z,NA,30,8,2009,PreservedSpecimen,United states,NA,NA,NA,J. S. Ascher,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00149848,NA,NA,AMNH,NA,NA,8566d720-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:aa9e4fa7-bda0-48fe-b57d-9e896679c819,66acc5ec-da39-42c7-811a-824c25f96161,"Svastra duplocincta Cockerell, 1905",8/30/2009,NA,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,AMNH,Not-for-profit use only,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49477280,NA,NA,NA,NA,NA,NA,49477280,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_15555860,"Agapostemon femoratus Crawford, 1901",Halictidae,Halictinae,Agapostemon,NA,NA,Agapostemon femoratus,femoratus,NA,NA,NA,"Crawford, 1901",NA,NA,NA,NA,NA,NA,"Roberts, R",1967,NA,NA,Utah,NA,Curley Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949-08-24T00:00:00Z,NA,24,8,1949,PreservedSpecimen,United states,NA,NA,NA,"Knowlton, George",NA,NA,NA,NA,NA,NA,NA,NA,NA,495099,NA,NA,KU,NA,NA,25158400-1ed6-11e3-bfac-90b11c41863e,NA,NA,urn:uuid:d0bcadb0-6079-457e-8a22-6e7e8155805d,c45886f1-3524-42f4-a113-4e4e193505a8,Agapostemon (Agapostemon) femoratus,1949-8-24,Cleome,NA,NA,M,http://creativecommons.org/publicdomain/zero/1.0/,The University of Kansas Natural History Museum,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15585170,NA,NA,NA,NA,NA,NA,15585170,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_12578317,"Melissodes tintinnans (Holmberg, 1884)",Apidae,Apinae,Melissodes,NA,NA,Melissodes tintinnans,tintinnans,NA,NA,NA,"(Holmberg, 1884)",NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,Buenos Aires,NA,Dpto. Puan Felipe Sola,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938-02-13T00:00:00Z,NA,13,2,1938,PreservedSpecimen,Argentina,NA,NA,NA,M.M. Senkute,NA,NA,NA,NA,1,NA,NA,NA,NA,INHS Insect Collection 343610,NA,NA,INHS,NA,NA,85311084-bc68-4ff4-91b9-ccb70a344030,NA,NA,urn:uuid:a752d4f8-0ce5-4dee-8cb8-51fed55bb1dc,d93d943b-2390-4e2c-9050-11a9ec9a2a96,Melissodes tintinnans,1938-2-13,NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=61353163,NA,NA,NA,NA,NA,NA,61353163,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_16704162,"Trigona spinipes (Fabricius, 1793)",Apidae,Apinae,Trigona,NA,NA,Trigona spinipes,spinipes,NA,NA,NA,"(Fabricius, 1793)",NA,NA,NA,NA,NA,NA,Camargo,2005,NA,NA,São Paulo,NA,Fazenda Santa Carlota,NA,NA,Cajurú,NA,NA,NA,NA,NA,NA,1989-04-21T00:00:00Z,NA,21,4,1989,PreservedSpecimen,Brazil,NA,NA,NA,S.R.M.Pedro,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLG-3493,NA,NA,USP-RP,NA,NA,BRA:USP-RP:RPSP:FLG-3493,NA,NA,urn:uuid:2e43f559-6391-44f7-9512-fa8628a0b104,20161031-4d22-4001-976d-dcf11874a52e,Trigona spinipes,1989-04-21,NA,NA,NA,female,http://creativecommons.org/licenses/by-nc/4.0/,"J.M.F. Camargo, FFCLRP/USP",NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=60029034,NA,NA,NA,NA,NA,NA,60029034,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_3180550,"Nannotrigona melanocera (Schwarz, 1938)",Apidae,Apinae,Nannotrigona,NA,NA,Nannotrigona melanocera,melanocera,NA,NA,SPECIES,"(Schwarz, 1938)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0_1_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,NA,NA,NA,MATERIAL_CITATION,NA,NA,PRESENT,NA,Villavicencio & Universidad & A. Pulido & D. Triana,NA,NA,NA,NA,1,NA,NA,NA,NA,LABUN26604,2465037432,NA,NA,NA,NA,03EC87AF3179FFCB50CA05CCA89E3788.mc.3B2D3CE43177FFCB52890249A9923764,1344759,NA,NA,NA,"Nannotrigona melanocera (Schwarz, 1938)",NA,NA,NA,NA,MALE,NA,NA,NA,NA,NA,http://treatment.plazi.org/id/03EC87AF3179FFCB50CA05CCA89E3788,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_4691171,"Bombus campestris (Panzer, 1801)",Apidae,Apinae,Bombus,NA,NA,Bombus campestris,campestris,NA,NA,SPECIES,"(Panzer, 1801)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,Vaud,NA,"Les Chevalleyres, Près-Vevey",NA,NA,NA,NA,NA,NA,NA,CC0_1_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;TAXON_MATCH_HIGHERRANK;AMBIGUOUS_INSTITUTION,1911-07-12T00:00:00Z,NA,12,7,1911,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.646816,2443343543,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.646816,1340527,NA,NA,NA,"Bombus campestris (Panzer, 1801)",12-28-7-1911,NA,NA,NA,MALE,NA,Naturalis Biodiversity Center,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_5580202,"Osmia cornifrons (Radoszkowski, 1887)",Megachilidae,Megachilinae,Osmia,NA,NA,Osmia cornifrons,cornifrons,NA,NA,SPECIES,"(Radoszkowski, 1887)",NA,Animalia|Arthropoda|Insecta|Hymenoptera|Megachilidae|Osmia|Osmia|cornifrons,NA,NA,NA,NA,NA,NA,NA,NA,Chiba,NA,NA,NA,Matsudo-shi,NA,NA,NA,NA,NA,CC_BY_4_0,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE,1960-05-01T00:00:00Z,NA,1,5,1960,PRESERVED_SPECIMEN,NA,text,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15714,1934300188,NA,NSMT,NA,NA,33893831-74e9-4702-9748-e466238eb4b5,5039354,NA,NA,NA,"Osmia cornifrons (Radoszkowski, 1887)",NA,NA,NA,NA,MALE,NA,NA,NA,NA,NA,http://db.kahaku.go.jp/webmuseum_en/detail?cls=col_a3_08&pkey=NSMT-I-Hym%2C15714,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Megachilidae,NA
Dorey_data_8125678,"Lasioglossum leucopus (Kirby, 1802)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum leucopus,leucopus,NA,NA,SPECIES,"(Kirby, 1802)",NA,Hymenoptera|Halictidae,NA,NA,NA,NA,NA,NA,NA,NA,Limburg,NA,Schin op Geul,NA,NA,NA,NA,NA,NA,NA,CC0_1_0,AMBIGUOUS_INSTITUTION,1924-09-02T00:00:00Z,NA,2,9,1924,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,coll. Blöte,NA,NA,NA,NA,NA,NA,NA,NA,NA,RMNH.INS.821500,2443241596,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.821500,1353834,NA,NA,NA,"Lasioglossum leucopus (Kirby, 1802)",2-IX-1924,NA,NA,NA,MALE,NA,Naturalis Biodiversity Center,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Halictidae,NA
Dorey_data_13814667,"Melissodes tristis Cockerell, 1894",Apidae,Apinae,Melissodes,NA,NA,Melissodes tristis,tristis,NA,NA,NA,"Cockerell, 1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,NA,"Southwestern Research Station (SWRS), 5 mi W of Portal",NA,Cochise Co.,NA,NA,NA,NA,NA,NA,NA,1956-10-05T00:00:00Z,NA,5,10,1956,PreservedSpecimen,United states,NA,NA,NA,E. Ordway,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00150342,NA,NA,AMNH,NA,NA,85670894-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:07d8c6f5-4f87-4452-aa58-c561aafd256d,66acc5ec-da39-42c7-811a-824c25f96161,"Melissodes tristis Cockerell, 1894",10/5/1956,NA,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,AMNH,Not-for-profit use only,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49667267,NA,NA,NA,NA,NA,NA,49667267,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_15004947,"Osmia pumila Cresson, 1864",Megachilidae,Megachilinae,Osmia,NA,NA,Osmia pumila,pumila,NA,NA,NA,"Cresson, 1864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minnesota,NA,2 mi W of Wabasha,NA,Wabasha Co.,NA,NA,NA,NA,NA,NA,NA,1962-05-30T00:00:00Z,NA,30,5,1962,PreservedSpecimen,United states,NA,NA,NA,J. R. Powers,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00099924,NA,NA,AMNH,NA,NA,84cdee48-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:729866b7-8dce-480c-b3dd-e39e227629fd,66acc5ec-da39-42c7-811a-824c25f96161,"Osmia pumila Cresson, 1864",5/30/1962,NA,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,AMNH,Not-for-profit use only,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49489781,NA,NA,NA,NA,NA,NA,49489781,Duplicate,NA,NA,SCAN_Megachilidae,NA
Dorey_data_5037210,"Zadontomerus Ashmead, 1899",Apidae,NA,Zadontomerus,NA,NA,NA,NA,NA,NA,GENUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Luis Potosi,SOUTH_AMERICA,"Platanito, hwy 80 km 141, W",NA,NA,NA,NA,NA,NA,NA,CC_BY_4_0,COLLECTION_MATCH_FUZZY,1990-07-27T00:00:00Z,NA,27,7,1990,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,Bell & Yarom,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212112,894558971,NA,KU,Snow Entomological Museum Collection,NA,e321b13b-2028-4938-b6b3-5b1c2c666805,4578242,NA,NA,NA,Ceratina (Zadontomerus),NA,NA,NA,NA,NA,NA,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_11128883,"Bombus (Pyrobombus) hypnorum ericetorum (Panzer, 1801)",Apidae,NA,Bombus,Pyrobombus,NA,NA,hypnorum,ericetorum,NA,subspecies,"(Panzer, 1801)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berlin-Buch,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936-07-03T02:36:07Z,NA,3,7,1936,PreservedSpecimen,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZMA.INS.756554,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.756554,NA,b94dcf8f-1fa3-4490-b914-557ebf29ebb1,NA,NA,NA,VII.36,NA,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unique,NA,NA,iDigBio_apidae,NA
Dorey_data_12021473,"Bombus (Thoracobombus) pascuorum septentrionalis Vogt, 1909",Apidae,NA,Bombus,Thoracobombus,NA,NA,pascuorum,septentrionalis,NA,subspecies,"Vogt, 1909",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,Scotland,NA,Thurso,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910-08-12T00:00:00Z,NA,12,8,1910,PreservedSpecimen,United kingdom,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.684242,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.684242,NA,d15bf3d8-5f88-49f3-893c-825e9c4daaa8,NA,NA,NA,12-8-1910,NA,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unique,NA,NA,iDigBio_apidae,NA
